filename,IoU_OpenCV_vs_Expert,Dice_OpenCV_vs_Expert,Acc_OpenCV_vs_Expert,Cosine_OpenCV_vs_Expert,IoU_UNet_vs_Expert,Dice_UNet_vs_Expert,Acc_UNet_vs_Expert,Cosine_UNet_vs_Expert
prod_2023-04-05T18-00-00.000Z,0.0,0.0,0.999921875,0.0,1.0,1.0,1.0,0.0
prod_2023-04-05T21-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-06T03-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-06T06-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-06T09-00-00.000Z,0.0,0.0,0.99953125,0.0,1.0,1.0,1.0,0.0
prod_2023-04-06T12-00-00.000Z,0.0,0.0,0.9984765625,0.0,1.0,1.0,1.0,0.0
prod_2023-04-06T15-00-00.000Z,0.03937007874015748,0.07575757575757576,0.995234375,0.15875015875023812,0.0,0.0,0.9996875,0.0
prod_2023-04-06T18-00-00.000Z,0.0,0.0,0.9999609375,0.0,1.0,1.0,1.0,0.0
prod_2023-04-06T21-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-07T03-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-07T06-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-07T09-00-00.000Z,0.34375,0.5116279069767442,0.9991796875,0.5863019699779287,0.0,0.0,0.9995703125,0.0
prod_2023-04-07T12-00-00.000Z,0.0,0.0,0.998515625,0.0,1.0,1.0,1.0,0.0
prod_2023-04-07T15-00-00.000Z,0.0,0.0,0.9990234375,0.0,1.0,1.0,1.0,0.0
prod_2023-04-07T18-00-00.000Z,0.0,0.0,0.9997265625,0.0,1.0,1.0,1.0,0.0
prod_2023-04-07T21-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-08T03-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-08T06-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-08T09-00-00.000Z,0.0,0.0,0.996328125,0.0,0.0,0.0,0.9962890625,0.0
prod_2023-04-08T12-00-00.000Z,0.0,0.0,0.9935546875,0.0,0.0,0.0,0.9947265625,0.0
prod_2023-04-08T15-00-00.000Z,0.32094594594594594,0.4859335038363171,0.9921484375,0.551580302980864,0.25245098039215685,0.40313111545988256,0.9880859375,0.5024450023556378
prod_2023-04-08T18-00-00.000Z,0.041666666666666664,0.08,0.9991015625,0.14744195615489714,0.0,0.0,0.999921875,0.0
prod_2023-04-08T21-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-09T03-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-09T06-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-09T09-00-00.000Z,0.0,0.0,0.9863671875,0.0,0.0,0.0,0.9940234375,0.0
prod_2023-04-09T12-00-00.000Z,0.015384615384615385,0.030303030303030304,0.98,0.12403473458920847,0.006031363088057901,0.011990407673860911,0.9678125,0.06150847891314036
prod_2023-04-09T15-00-00.000Z,0.04150943396226415,0.07971014492753623,0.990078125,0.17054776006016165,0.021778584392014518,0.04262877442273535,0.9789453125,0.12827073744270384
prod_2023-04-09T18-00-00.000Z,0.08,0.14814814814814814,0.9991015625,0.20851441405707477,0.0,0.0,0.99984375,0.0
prod_2023-04-09T21-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-10T03-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-10T06-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-10T09-00-00.000Z,0.0,0.0,0.997890625,0.0,1.0,1.0,1.0,0.0
prod_2023-04-10T12-00-00.000Z,0.5283018867924528,0.691358024691358,0.998046875,0.7158339895908791,0.0,0.0,0.99765625,0.0
prod_2023-04-10T15-00-00.000Z,0.16363636363636364,0.28125,0.991015625,0.3972667900816196,0.1053864168618267,0.1906779661016949,0.985078125,0.3183971119547513
prod_2023-04-10T18-00-00.000Z,0.0,0.0,0.9993359375,0.0,1.0,1.0,1.0,0.0
prod_2023-04-10T21-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-11T03-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-11T06-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-11T09-00-00.000Z,0.025,0.04878048780487805,0.9878125,0.15811388300841897,0.018223234624145785,0.035794183445190156,0.9831640625,0.13499346141256538
prod_2023-04-11T12-00-00.000Z,0.2344139650872818,0.3797979797979798,0.9880078125,0.4629137920099183,0.12407407407407407,0.22075782537067545,0.9815234375,0.29073880906640664
prod_2023-04-11T15-00-00.000Z,0.043343653250773995,0.0830860534124629,0.9879296875,0.1847551025751424,0.0,0.0,0.988046875,0.0
prod_2023-04-11T18-00-00.000Z,0.0,0.0,0.9981640625,0.0,1.0,1.0,1.0,0.0
prod_2023-04-11T21-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-12T03-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-12T06-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-12T09-00-00.000Z,0.0,0.0,0.993125,0.0,1.0,1.0,1.0,0.0
prod_2023-04-12T12-00-00.000Z,0.5238095238095238,0.6875,0.9953125,0.7164185699284198,0.4272151898734177,0.5986696230598669,0.9929296875,0.6495641630271418
prod_2023-04-12T15-00-00.000Z,0.6115702479338843,0.7589743589743589,0.9944921875,0.771019268964118,0.5265486725663717,0.6898550724637681,0.991640625,0.7235112114179906
prod_2023-04-12T18-00-00.000Z,0.0,0.0,0.997421875,0.0,1.0,1.0,1.0,0.0
prod_2023-04-12T21-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-13T03-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-13T06-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-13T09-00-00.000Z,0.35,0.5185185185185185,0.998984375,0.55821655598023,0.0,0.0,0.9993359375,0.0
prod_2023-04-13T12-00-00.000Z,0.0,0.0,0.9981640625,0.0,1.0,1.0,1.0,0.0
prod_2023-04-13T15-00-00.000Z,0.09090909090909091,0.16666666666666666,0.998828125,0.24096579867074966,0.0,0.0,0.9998046875,0.0
prod_2023-04-13T18-00-00.000Z,0.0,0.0,0.9996875,0.0,1.0,1.0,1.0,0.0
prod_2023-04-13T21-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-14T03-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-14T06-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-14T09-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-14T12-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-14T15-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-14T18-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-14T21-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-15T03-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-15T06-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-15T09-00-00.000Z,0.006666666666666667,0.013245033112582781,0.9941796875,0.08164965809277261,0.0,0.0,0.9999609375,0.0
prod_2023-04-15T12-00-00.000Z,0.11564625850340136,0.2073170731707317,0.994921875,0.33161658372236996,0.0967741935483871,0.17647058823529413,0.9934375,0.31108550841912763
prod_2023-04-15T15-00-00.000Z,0.06153846153846154,0.11594202898550725,0.995234375,0.24806946917841693,0.012658227848101266,0.025,0.99390625,0.057353933467640436
prod_2023-04-15T18-00-00.000Z,0.0,0.0,0.99984375,0.0,1.0,1.0,1.0,0.0
prod_2023-04-15T21-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-16T03-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-16T06-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-16T09-00-00.000Z,0.0,0.0,0.999921875,0.0,1.0,1.0,1.0,0.0
prod_2023-04-16T12-00-00.000Z,0.0,0.0,0.99953125,0.0,1.0,1.0,1.0,0.0
prod_2023-04-16T15-00-00.000Z,0.0,0.0,0.9995703125,0.0,1.0,1.0,1.0,0.0
prod_2023-04-16T18-00-00.000Z,0.0,0.0,0.9998046875,0.0,1.0,1.0,1.0,0.0
prod_2023-04-16T21-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-17T03-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-17T06-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-17T09-00-00.000Z,0.0,0.0,0.9999609375,0.0,1.0,1.0,1.0,0.0
prod_2023-04-17T12-00-00.000Z,0.18181818181818182,0.3076923076923077,0.9996484375,0.3333333333333333,0.0,0.0,0.9996484375,0.0
prod_2023-04-17T15-00-00.000Z,0.0,0.0,0.999296875,0.0,1.0,1.0,1.0,0.0
prod_2023-04-17T18-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-17T21-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-18T03-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-18T06-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-18T09-00-00.000Z,0.0,0.0,0.9999609375,0.0,1.0,1.0,1.0,0.0
prod_2023-04-18T12-00-00.000Z,0.0,0.0,0.9995703125,0.0,1.0,1.0,1.0,0.0
prod_2023-04-18T15-00-00.000Z,0.0,0.0,0.9992578125,0.0,1.0,1.0,1.0,0.0
prod_2023-04-18T18-00-00.000Z,0.0,0.0,0.99984375,0.0,1.0,1.0,1.0,0.0
prod_2023-04-18T21-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-19T03-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-19T06-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-19T09-00-00.000Z,0.20967741935483872,0.3466666666666667,0.9980859375,0.4448508420389507,0.11023622047244094,0.19858156028368795,0.9955859375,0.3320184038158743
prod_2023-04-19T12-00-00.000Z,0.39655172413793105,0.5679012345679012,0.997265625,0.6023502210107626,0.3412698412698413,0.5088757396449705,0.9967578125,0.5456606744659314
prod_2023-04-19T15-00-00.000Z,0.5813953488372093,0.7352941176470589,0.99296875,0.7406992871258097,0.4928131416837782,0.6602475928473177,0.9903515625,0.6708937762700699
prod_2023-04-19T18-00-00.000Z,0.0,0.0,0.9995703125,0.0,1.0,1.0,1.0,0.0
prod_2023-04-19T21-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-20T03-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-20T06-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-20T09-00-00.000Z,0.0,0.0,0.999296875,0.0,1.0,1.0,1.0,0.0
prod_2023-04-20T12-00-00.000Z,0.05747126436781609,0.10869565217391304,0.996796875,0.22011272658140596,0.020338983050847456,0.03986710963455149,0.9887109375,0.14261480656245853
prod_2023-04-20T15-00-00.000Z,0.6034985422740525,0.7527272727272727,0.9946875,0.7529064982504492,0.4092526690391459,0.5808080808080808,0.98703125,0.6131981720990805
prod_2023-04-20T18-00-00.000Z,0.0,0.0,0.9997265625,0.0,1.0,1.0,1.0,0.0
prod_2023-04-20T21-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-21T03-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-21T06-00-00.000Z,0.0,0.0,0.9999609375,0.0,1.0,1.0,1.0,0.0
prod_2023-04-21T09-00-00.000Z,0.09433962264150944,0.1724137931034483,0.998125,0.3071475584169756,0.02145922746781116,0.04201680672268908,0.99109375,0.1464896838272619
prod_2023-04-21T12-00-00.000Z,0.21084337349397592,0.3482587064676617,0.9948828125,0.4321316985341955,0.058695652173913045,0.11088295687885011,0.9830859375,0.1996661327940429
prod_2023-04-21T15-00-00.000Z,0.5510204081632653,0.7105263157894737,0.993984375,0.7293221338422033,0.26425591098748263,0.41804180418041803,0.9793359375,0.49927788316548777
prod_2023-04-21T18-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-21T21-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-22T03-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-22T06-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-22T09-00-00.000Z,0.0,0.0,0.9941796875,0.0,0.0,0.0,0.9942578125,0.0
prod_2023-04-22T12-00-00.000Z,0.04918032786885246,0.09375,0.9909375,0.19364916731037085,0.033419023136246784,0.06467661691542288,0.9853125,0.16542064453176847
prod_2023-04-22T15-00-00.000Z,0.0,0.0,0.993046875,0.0,0.0,0.0,0.99265625,0.0
prod_2023-04-22T18-00-00.000Z,0.0,0.0,0.9999609375,0.0,1.0,1.0,1.0,0.0
prod_2023-04-22T21-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-23T03-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-23T06-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-23T09-00-00.000Z,0.0,0.0,0.997421875,0.0,1.0,1.0,1.0,0.0
prod_2023-04-23T12-00-00.000Z,0.2,0.3333333333333333,0.99796875,0.422890031611031,0.0,0.0,0.9994140625,0.0
prod_2023-04-23T15-00-00.000Z,0.5913461538461539,0.743202416918429,0.9966796875,0.7434772993859521,0.45481049562682213,0.625250501002004,0.9926953125,0.6687338550904235
prod_2023-04-23T18-00-00.000Z,0.0,0.0,0.9999609375,0.0,1.0,1.0,1.0,0.0
prod_2023-04-23T21-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-24T03-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-24T06-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-24T09-00-00.000Z,0.0,0.0,0.999921875,0.0,1.0,1.0,1.0,0.0
prod_2023-04-24T12-00-00.000Z,0.0,0.0,0.9999609375,0.0,1.0,1.0,1.0,0.0
prod_2023-04-24T15-00-00.000Z,0.46956521739130436,0.6390532544378699,0.9976171875,0.660800788392917,0.0,0.0,0.9975390625,0.0
prod_2023-04-24T18-00-00.000Z,0.0,0.0,0.9998828125,0.0,1.0,1.0,1.0,0.0
prod_2023-04-24T21-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-25T03-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-25T06-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-25T09-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-25T12-00-00.000Z,0.0,0.0,0.9999609375,0.0,1.0,1.0,1.0,0.0
prod_2023-04-25T15-00-00.000Z,0.0,0.0,0.9991015625,0.0,1.0,1.0,1.0,0.0
prod_2023-04-25T18-00-00.000Z,0.0,0.0,0.999921875,0.0,1.0,1.0,1.0,0.0
prod_2023-04-25T21-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-26T03-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-26T06-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-26T09-00-00.000Z,0.7614678899082569,0.8645833333333334,0.99796875,0.8646888926198916,0.5619596541786743,0.7195571955719557,0.9940625,0.7496396829001746
prod_2023-04-26T12-00-00.000Z,0.5666666666666667,0.723404255319149,0.99796875,0.7421617411520077,0.4591194968553459,0.6293103448275862,0.996640625,0.6775835718605832
prod_2023-04-26T15-00-00.000Z,0.5401459854014599,0.7014218009478673,0.9975390625,0.7285073838575342,0.43352601156069365,0.6048387096774194,0.996171875,0.6536087320200026
prod_2023-04-26T18-00-00.000Z,0.5555555555555556,0.7142857142857143,0.99984375,0.7216878364870323,0.0,0.0,0.9996875,0.0
prod_2023-04-26T21-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-27T03-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-27T06-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-27T09-00-00.000Z,0.5,0.6666666666666666,0.998125,0.6745859221067118,0.20676691729323307,0.3426791277258567,0.9917578125,0.43672806155294536
prod_2023-04-27T12-00-00.000Z,0.6595744680851063,0.7948717948717948,0.998125,0.8024102009408651,0.32996632996632996,0.4962025316455696,0.9922265625,0.5687111245916713
prod_2023-04-27T15-00-00.000Z,0.42105263157894735,0.5925925925925926,0.993125,0.6392413510762592,0.24236983842010773,0.3901734104046243,0.983515625,0.4923107132899991
prod_2023-04-27T18-00-00.000Z,0.5099337748344371,0.6754385964912281,0.997109375,0.6860794310498961,0.4014084507042254,0.5728643216080402,0.9966796875,0.6107532380557938
prod_2023-04-27T21-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-28T03-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-28T06-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-28T09-00-00.000Z,0.0,0.0,0.9999609375,0.0,1.0,1.0,1.0,0.0
prod_2023-04-28T12-00-00.000Z,0.13636363636363635,0.24,0.9992578125,0.3273268353539886,0.0,0.0,0.99984375,0.0
prod_2023-04-28T15-00-00.000Z,0.0,0.0,0.996875,0.0,0.0,0.0,0.9952734375,0.0
prod_2023-04-28T18-00-00.000Z,0.0,0.0,0.9991015625,0.0,1.0,1.0,1.0,0.0
prod_2023-04-28T21-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-29T03-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-29T06-00-00.000Z,0.0,0.0,0.999453125,0.0,1.0,1.0,1.0,0.0
prod_2023-04-29T09-00-00.000Z,0.44569288389513106,0.616580310880829,0.99421875,0.6275948830621938,0.3490566037735849,0.5174825174825175,0.98921875,0.5798128563199727
prod_2023-04-29T12-00-00.000Z,0.5113636363636364,0.6766917293233082,0.9916015625,0.6910820064381951,0.3696969696969697,0.5398230088495575,0.98375,0.5929477975996211
prod_2023-04-29T15-00-00.000Z,0.4613821138211382,0.631432545201669,0.9896484375,0.6544477723947518,0.2746478873239437,0.430939226519337,0.975859375,0.5016737091657645
prod_2023-04-29T18-00-00.000Z,0.0,0.0,0.9991796875,0.0,1.0,1.0,1.0,0.0
prod_2023-04-29T21-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-30T03-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-30T06-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-04-30T09-00-00.000Z,0.12121212121212122,0.21621621621621623,0.9988671875,0.2760262237369417,0.0,0.0,0.9997265625,0.0
prod_2023-04-30T12-00-00.000Z,0.34375,0.5116279069767442,0.9942578125,0.5504214021816017,0.16556291390728478,0.2840909090909091,0.985234375,0.369790297967166
prod_2023-04-30T15-00-00.000Z,0.3782051282051282,0.5488372093023256,0.992421875,0.5889628661186754,0.16204986149584488,0.2789034564958284,0.9763671875,0.37727412636352053
prod_2023-04-30T18-00-00.000Z,0.4444444444444444,0.6153846153846154,0.9998046875,0.6324555320336759,0.0,0.0,0.9998046875,0.0
prod_2023-04-30T21-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-05-01T03-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-05-01T06-00-00.000Z,0.2727272727272727,0.42857142857142855,0.999375,0.4743416490252569,0.0,0.0,0.9996875,0.0
prod_2023-05-01T09-00-00.000Z,0.0053475935828877,0.010638297872340425,0.992734375,0.07312724241271307,0.0,0.0,0.9840234375,0.0
prod_2023-05-01T12-00-00.000Z,0.16129032258064516,0.2777777777777778,0.998984375,0.372677996249965,0.0,0.0,0.9986328125,0.0
prod_2023-05-01T15-00-00.000Z,0.0,0.0,0.9998828125,0.0,1.0,1.0,1.0,0.0
prod_2023-05-01T18-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-05-01T21-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-05-02T03-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-05-02T06-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-05-02T09-00-00.000Z,0.5989847715736041,0.7492063492063492,0.993828125,0.7550154363844119,0.40508221225710017,0.5765957446808511,0.984453125,0.6330393549098476
prod_2023-05-02T12-00-00.000Z,0.2928870292887029,0.45307443365695793,0.9933984375,0.5150959166364059,0.0774526678141136,0.14376996805111822,0.9790625,0.21417646843905966
prod_2023-05-02T15-00-00.000Z,0.6859375,0.8137164040778498,0.9921484375,0.8154837844019329,0.6179245283018868,0.7638483965014577,0.98734375,0.7740485544807175
prod_2023-05-02T18-00-00.000Z,0.2900763358778626,0.44970414201183434,0.9963671875,0.5162547924281743,0.2887323943661972,0.44808743169398907,0.9960546875,0.5284277437821288
prod_2023-05-02T21-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-05-03T03-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-05-03T06-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-05-03T09-00-00.000Z,0.31724137931034485,0.4816753926701571,0.9961328125,0.5143599338356204,0.23684210526315788,0.3829787234042553,0.993203125,0.46236672804425066
prod_2023-05-03T12-00-00.000Z,0.5111111111111111,0.6764705882352942,0.99828125,0.6912800532450313,0.23404255319148937,0.3793103448275862,0.99578125,0.40994579587496144
prod_2023-05-03T15-00-00.000Z,0.0,0.0,0.999375,0.0,1.0,1.0,1.0,0.0
prod_2023-05-03T18-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-05-03T21-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-05-04T03-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-05-04T06-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-05-04T09-00-00.000Z,0.0,0.0,0.999921875,0.0,1.0,1.0,1.0,0.0
prod_2023-05-04T12-00-00.000Z,0.0,0.0,0.999453125,0.0,1.0,1.0,1.0,0.0
prod_2023-05-04T15-00-00.000Z,0.15,0.2608695652173913,0.9993359375,0.31622776601683794,0.0,0.0,0.9998046875,0.0
prod_2023-05-04T18-00-00.000Z,0.0,0.0,0.999921875,0.0,1.0,1.0,1.0,0.0
prod_2023-05-04T21-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-05-05T03-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-05-05T06-00-00.000Z,0.0,0.0,0.9981640625,0.0,1.0,1.0,1.0,0.0
prod_2023-05-05T09-00-00.000Z,0.5434782608695652,0.704225352112676,0.9991796875,0.716335318826566,0.0,0.0,0.9988671875,0.0
prod_2023-05-05T12-00-00.000Z,0.041666666666666664,0.08,0.9991015625,0.1091089451179962,0.0,0.0,0.99984375,0.0
prod_2023-05-05T15-00-00.000Z,0.0,0.0,0.999453125,0.0,0.0,0.0,0.999921875,0.0
prod_2023-05-05T18-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-05-05T21-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-05-06T03-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-05-06T06-00-00.000Z,0.0,0.0,0.999921875,0.0,1.0,1.0,1.0,0.0
prod_2023-05-06T09-00-00.000Z,0.0,0.0,0.9999609375,0.0,1.0,1.0,1.0,0.0
prod_2023-05-06T12-00-00.000Z,0.0,0.0,0.999921875,0.0,1.0,1.0,1.0,0.0
prod_2023-05-06T15-00-00.000Z,0.3333333333333333,0.5,0.99765625,0.5500190982169267,0.4025974025974026,0.5740740740740741,0.998203125,0.6132905058929213
prod_2023-05-06T18-00-00.000Z,0.0,0.0,0.99984375,0.0,1.0,1.0,1.0,0.0
prod_2023-05-06T21-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-05-07T03-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-05-07T06-00-00.000Z,0.19696969696969696,0.3291139240506329,0.9979296875,0.38502677054341,0.0,0.0,0.9992578125,0.0
prod_2023-05-07T09-00-00.000Z,0.19834710743801653,0.3310344827586207,0.9962109375,0.40860313476419935,0.16806722689075632,0.28776978417266186,0.9961328125,0.3497487083913345
prod_2023-05-07T12-00-00.000Z,0.5285714285714286,0.6915887850467289,0.99484375,0.7156274868674717,0.24064171122994651,0.3879310344827586,0.983359375,0.46200647634950975
prod_2023-05-07T15-00-00.000Z,0.49049429657794674,0.6581632653061225,0.994765625,0.6754019271203591,0.16104868913857678,0.27741935483870966,0.9825,0.3224435773105241
prod_2023-05-07T18-00-00.000Z,0.09090909090909091,0.16666666666666666,0.99921875,0.3015113445777636,0.0,0.0,0.999140625,0.0
prod_2023-05-07T21-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-05-08T03-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
prod_2023-05-08T06-00-00.000Z,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
